investor,section,content
peter_lynch,signature_patterns,"A chronically underpriced growth stock, whose price consistently lags its earnings due to market fears, can still be a massive winner if earnings growth is strong enough to drive the stock up tenfold in ten years."
peter_lynch,signature_patterns,"Lynch utilizes 'challenge grants' in his philanthropy, offering a donation on the condition that the recipient organization raises a matching amount from other sources to leverage his contribution."
peter_lynch,signature_patterns,"As a trustee for the Fidelity Group of Funds, Lynch would use his public platform to promote specific Fidelity products he found valuable, such as the Charitable Gift Fund."
peter_lynch,signature_patterns,"Analyze a stock's story by considering how different market participants (growth, value, momentum investors) view it, in order to find opportunities where the company is misunderstood or out of favor."
peter_lynch,signature_patterns,"When a company's growth slows, re-evaluate it based on its new reality rather than automatically selling; a lower P/E can make it attractive even with slower growth."
peter_lynch,signature_patterns,"Significant opportunities can be found in overlooked companies, such as those that are not part of major indexes like the S&P 500."
peter_lynch,signature_patterns,"A 'special situation' can create a good short-term investment story, involving an event that brings a company back from a down period or adds a near-term buzz to earnings growth."
peter_lynch,signature_patterns,"A signature strategy for the Magellan fund was to heavily invest in cyclical companies during economic recessions, anticipating their strong rebound during the recovery."
peter_lynch,signature_patterns,"A simple way to identify a cyclical company is to check its earnings chart; a wobbly line that goes up and down, as opposed to the steady upward slope of a growth stock, is the signature of a cyclical."
peter_lynch,signature_patterns,"A powerful growth story can be confirmed by simple, direct observation, like seeing that a company's stores are always packed with customers."
peter_lynch,signature_patterns,"When a company's growth is tremendous, a potential one-time earnings hit from an accounting change can be 'peanuts' compared to the overall positive story."
peter_lynch,signature_patterns,"When a negative analyst report causes a stock to drop, it can be a buying opportunity if your own research confirms the company's fundamentals are still strong."
peter_lynch,signature_patterns,"The 'Second-Half Effect' describes a tendency for analysts to shift focus from the current year's earnings to the next year's earnings as the year progresses, which can make stocks look cheaper and cause their prices to rise."
peter_lynch,signature_patterns,The earnings of cyclical companies are too unstable and unpredictable to analyze with forward-looking valuation methods like the 'Second-Half Effect'.
peter_lynch,signature_patterns,"Top-performing REITs exhibit a pattern of steady, sustainable growth in both net income and Funds From Operation (FFO)."
peter_lynch,signature_patterns,"For the Magellan Fund, a successful strategy involved finding bargains in foreign stocks that were poorly covered by analysts and sold for a fraction of their actual worth."
peter_lynch,signature_patterns,"Lynch favors companies with strong, exportable American culture and brands, such as Mickey Mouse, McDonald's, and soft drinks, seeing them as a source of economic strength."
peter_lynch,signature_patterns,"He finds investment ideas by observing familiar, everyday businesses in his own ""backyard,"" such as Supercuts or Au Bon Pain."
peter_lynch,signature_patterns,"A typical thrift stock investment advances in three distinct phases: an initial pop after going public, a gradual rise toward its book value, and a final, secondary pop when it is acquired at a premium."
peter_lynch,signature_patterns,"Maintain a list of stocks you'd like to own and watch them like a vulture, waiting for the chance to buy when the price drops for non-fundamental reasons."
peter_lynch,signature_patterns,"Look for buying opportunities in good companies after a significant market decline or at year's end, when tax-loss selling creates pressure on stock prices."
peter_lynch,signature_patterns,Find an edge by investing in under-followed companies that Wall Street ignores but that amateur investors can know firsthand.
peter_lynch,signature_patterns,"Use personal experience with a company's products or services, like visiting its amusement parks, as a form of on-site research to understand the business."
peter_lynch,signature_patterns,Understand a company's seasonal business patterns to recognize that a price drop during an off-season is not necessarily related to poor results.
peter_lynch,signature_patterns,A good starting point for finding turnarounds is to screen for stocks that have fallen 50 percent or more from their 12-month highs and then investigate their fundamentals.
peter_lynch,signature_patterns,"Identify small or medium-sized companies with the potential for massive growth, such as how Wal-Mart grew from a small company in 1985 to be larger than most established giants."
peter_lynch,signature_patterns,"Look for companies with a compelling growth story, often involving a founder who turned a simple idea or a business plan into a multi-billion dollar enterprise, like Staples or Federal Express."
peter_lynch,signature_patterns,A key characteristic of a tenbagger is when a company's annual per-share earnings eventually grow to surpass the original purchase price of the stock.
peter_lynch,signature_patterns,"Lynch seeks opportunities where the market misunderstands a company's risks, causing its stock to be undervalued, as was the case with persistent worries about Fannie Mae."
peter_lynch,signature_patterns,Continuously checking the 'story' is essential to determine if a company's fundamentals are improving or if it's time to sell.
peter_lynch,signature_patterns,"A key pattern is the 'local favorite expands nationally' story, where a company like Starbucks or Au Bon Pain has a proven concept and a long runway for growth into new markets."
peter_lynch,signature_patterns,"Invest in a key supplier with a 'virtual monopoly' that profits from an entire industry's growth, such as Microsoft providing the operating system for the competitive PC market."
peter_lynch,blind_spots_mistakes,"A common mistake is to look only at stock prices; if a price is flat but earnings are rising, the company is likely doing fine and the stock is becoming a better value."
peter_lynch,blind_spots_mistakes,"Paying a significant premium for a great company is a mistake, as the stock can go nowhere for years while the valuation catches up to the price, even if earnings grow."
peter_lynch,blind_spots_mistakes,"Investors often make the mistake of ignoring special investment opportunities they are offered, such as the chance to research and buy shares in a local S&L that is going public."
peter_lynch,blind_spots_mistakes,"Lynch noted that he incurred significant legal fees and paperwork by establishing a private foundation, a bother that could have been avoided by using a more efficient vehicle like a charitable gift fund."
peter_lynch,blind_spots_mistakes,"A common mistake investors made was not recognizing that some industries, like waste-management, were cyclical, causing them to buy at the top of the cycle only to be hurt in the subsequent recession."
peter_lynch,blind_spots_mistakes,"Selling a portion of a big winner to manage risk, while seemingly prudent, can be a mistake in the long run if it prevents you from realizing the full potential of a tenbagger."
peter_lynch,blind_spots_mistakes,"Don't get too hung up on a high dividend yield, as it may attract investors but can signal that a company lacks a viable strategy for growth."
peter_lynch,blind_spots_mistakes,A common mistake with REITs is to use the P/E ratio for valuation; the price-to-FFO ratio is a more meaningful measure for comparison in this industry.
peter_lynch,blind_spots_mistakes,"A common mistake is 'pulling out the flowers and watering the weeds,' which means selling winning stocks too early while holding on to losers indefinitely."
peter_lynch,blind_spots_mistakes,"Many investors fail by trading too frequently, buying companies they don't understand, and failing to check the story after they buy."
peter_lynch,blind_spots_mistakes,Sticking with losing stocks 'through thin and thinner' without re-evaluating the company's fundamental story is a recipe for failure.
peter_lynch,blind_spots_mistakes,"Lynch regrets missing the investment in Microsoft, a 35-bagger, because he failed to apply his own 'think like an amateur' principle and notice the software inside every PC."
peter_lynch,notable_quotes,"On such a chart, the price line and the earnings line, taken together, serve as an important reminder of what we're buying when we buy a stock: a share of the earnings."
peter_lynch,notable_quotes,"When the price line strays far above the earnings line... it means the stock is very expensive, and people are paying an unusually high price for owning Johnson & Johnson."
peter_lynch,notable_quotes,"I'll buy almost any company at some price, and whereas two years ago the growth group was overpriced and the cyclicals were cheap, now it's the reverse."
peter_lynch,notable_quotes,"Overpriced growth stocks are doubly risky: If the earnings take a dive, the stock price heads for the bottom, and even if the earnings go up, the stock price may take a dive, or at best treadwater."
peter_lynch,notable_quotes,"When you way overpay for growth, the risk/reward ratio is highly unfavorable."
peter_lynch,notable_quotes,"The best time to buy the stock is when the P comes back to the E, or drops below the E..."
peter_lynch,notable_quotes,"When the two lines converge, it means the company's growth rate is equal to its p/e ratioŠa good opportunity to invest in future growth at a bargain price."
peter_lynch,notable_quotes,"If you were out of stocks for 40 key months in 40 years, trying to avoid corrections, your stock portfolio underperformed your savings account."
peter_lynch,notable_quotes,In the long run it doesn't matter much whether your timing is good or bad. What matters is that you stay invested in stocks.
peter_lynch,notable_quotes,"Recently, Forbes published its hit parade of the richest people in the world, and I was reminded that there's never been a market timer on the list."
peter_lynch,notable_quotes,"As soon as you realize you can afford to wait out any correction, the calamity also becomes an opportunity to pick up bargains."
peter_lynch,notable_quotes,"Here is another example of why investors should focus on whether the story is still valid. A stock can fall in half, only to rebound so you end up making several times your money."
peter_lynch,notable_quotes,A company that can manage to grow at 20 percent a year will double its earnings every three and a half years... That's how you make big money.
peter_lynch,notable_quotes,"On my watch at the helm of the Magellan Fund, I often consulted a chart book to check the bearings of companies in the portfolio."
peter_lynch,notable_quotes,"E is the reality of a company's performance, while P is led around by Wall Street expectations."
peter_lynch,notable_quotes,"If Philip Morris maintains its earnings growth, investors will make money no matter what Wall Street thinks."
peter_lynch,notable_quotes,"I'm not a technical analyst, or a wiggle reader who makes predictions on the direction of the next wiggle. I use charts to help me find value among growth companies I follow."
peter_lynch,notable_quotes,"I'd be the last person to suggest using these charts to sell your growth companies every time they looked way overpriced. Instead of investing for the long term, you become a market timer."
peter_lynch,notable_quotes,"Peter Lynch writes Investor's Edge with John Rothchild, and is vice- chairman of Fidelity Management and Research."
peter_lynch,notable_quotes,I've never met an organization that failed to match a challenge grant.
peter_lynch,notable_quotes,"Stocks are a safe bet, but only if you stay invested long enough to ride out the corrections."
peter_lynch,notable_quotes,Remember what makes them a safe bet: corporate earnings.
peter_lynch,notable_quotes,"All things considered, I prefer stocks."
peter_lynch,notable_quotes,"Fast-growing young companies, such as technology firms, don't generally pay dividends, which for them is a plus: They can invest in their own expansion instead of handing the money to shareholders."
peter_lynch,notable_quotes,"Fannie Mae, the leader in the home-mortgage business, tops the list of my favorite companies of all time."
peter_lynch,notable_quotes,"The notion of the story is an important one. As I've said so many times before, if you don't know the story, you don't know the company."
peter_lynch,notable_quotes,"These pros share my insistence, I think, on what I call earnings visibility, which is a way of saying we like to see those earnings coming."
peter_lynch,notable_quotes,It follows that these companies may have been overlooked-which is music to a stock picker's ears.
peter_lynch,notable_quotes,"At the current prices for these stocks, the market is failing to take into account the real future growth of the companies. That's the essence of a good value and a good opportunity."
peter_lynch,notable_quotes,"At Magellan, I loaded up on cyclical stocks during the 1981-1982 economic slump. This strategy was one of the keys to Magellan's success."
peter_lynch,notable_quotes,"The best time to get involved with cyclicals is when the economy is at its weakest, earnings are at their lowest, and public sentiment is at its bleakest."
peter_lynch,notable_quotes,"When the earnings line has a steady upward slope, the way Merck's does, you're dealing with a growth stock. When it wobbles up and down, as Alcoa's does, you're probably dealing with a cyclical."
peter_lynch,notable_quotes,"My sons and I would go over there on Saturday night and count cars. The parking lot was always packed. I thought to myself, 'This is going to be incredible.'"
peter_lynch,notable_quotes,"I was running Fidelity's Magellan fund at the time and was impressed with his explanation. He said that even if the company changed accounting methods, the result would be a one-time earnings drop of 10 to 15 cents. This was peanuts compared to the tremendous growth of the company."
peter_lynch,notable_quotes,It is a tremendous advantage for investors to have stores owned by immature public companies open in their neighborhoods. They get an early whiff of success or failure before Wall Street picks up the trail.
peter_lynch,notable_quotes,"With every company, there is something to worry about, but the question is, which worries are valid and which are not?"
peter_lynch,notable_quotes,"I can't say enough about the fact that earnings are the key to success in investing in stocks. No matter what happens to the market, the earnings will determine the results."
peter_lynch,notable_quotes,"In 30 years, Johnson & Johnson's earnings are up 70-fold, and the stock is up 70-fold. Bethlehem Steel earns less today than it did 30 years ago, and guess what? The stock sells for less than it did 30 years ago."
peter_lynch,notable_quotes,I always feel better about a company when the managers have a financial stake in it.
peter_lynch,notable_quotes,"The best REITs don't want to just pay dividends. They want to grow--buy more properties, collect more rent, drive their stock prices up."
peter_lynch,notable_quotes,"Buy only what you understand, believe in, and intend to stick with--even when others are chasing the next miracle."
peter_lynch,notable_quotes,"Throughout the 1980s, I made a lot of money in foreign stocks for the Magellan Fund."
peter_lynch,notable_quotes,You don't have to be a patriot to invest in America--merely self- interested.
peter_lynch,notable_quotes,It's in the backyard that investors find their edge.
peter_lynch,notable_quotes,It's hard to find real bargains in today's higher-priced market.
peter_lynch,notable_quotes,"In the long run, what keeps me interested in the banking and thrift business is the likelihood of future takeovers and mergers."
peter_lynch,notable_quotes,There are too many banks and too many chicken restaurants in this country already.
peter_lynch,notable_quotes,"My theory is to stay flexible. When people limit themselves to a certain kind of company, they also limit their opportunities."
peter_lynch,notable_quotes,I've never seen a company with a lot of cash and not much debt go bankrupt.
peter_lynch,notable_quotes,"If you keep a list of stocks you'd like to own and watch them like a vulture, eventually you will get the chance to swoop."
peter_lynch,notable_quotes,Behind each of these companies is a leader or a couple of leaders who had the vision and the gumption to do something different.
peter_lynch,notable_quotes,The opinions expressed in this article are strictly those of Peter Lynch and do not reflect the opinions of Fidelity Investments.
peter_lynch,notable_quotes,"Without small companies flourishing underneath the big companies, the U.S. could easily have 15 percent unemployment instead of the recently reported 5.6 percent."
peter_lynch,notable_quotes,That's what I call a remarkable investment: when a company's per-share earnings in a single year exceed the price you paid for the stock. No wonder the stock is up tenfold since 1987.
peter_lynch,notable_quotes,"So you can buy Fannie Mae at its growth rate, whereas you have to pay twice the growth rate to buy shares in the average company in today's market."
peter_lynch,notable_quotes,"If you put together a portfolio of five to ten of these high achievers, there's a decent chance one of them will turn out to be a 10-, a 20-, or even a 50-bagger, where you can make 10, 20, or 50 times your investment."
peter_lynch,notable_quotes,"One of the oldest sayings on Wall Street is 'Let your winners run, and cut your losers.' It's easy to make a mistake and do the opposite, pulling out the flowers and watering the weeds."
peter_lynch,notable_quotes,Mutual funds are a great idea (I ran one once) for folks who want this sort of assistance at a reasonable price.
peter_lynch,notable_quotes,I wish I'd noticed myself. The stock has been a 35-bagger.
peter_lynch,notable_quotes,...but don't take my word for it. Do your homework.
peter_lynch,notable_quotes,"Peter Lynch retired in 1990 from managing the Magellan Fund, the best-performing of all mutual funds over a 15-year period."
peter_lynch,notable_quotes,"Her own experience with Starbucks convinced her the company had two great advantages: It made a product that people wanted, and it sold it at a profit."
peter_lynch,notable_quotes,The very existence of doubt creates the conditions for a big gain in the stock once the fears are put to rest.
peter_lynch,notable_quotes,"A giveaway plan ought to be part of any investment strategy, for what's the use of struggling to accumulate net worth, and then allowing it to be carted off to Washington by strangers?"
peter_lynch,notable_quotes,"If Fidelity Investments had launched its Charitable Gift Fund a few years earlier, my wife and I could have avoided the bother."
